ID,Material,E_MPa,L,W,H,Force_N,Angle,VM_Stress_MPa,Disp_mm
23784,Steel_High_Carbon,210000,1248.81,36.81,28.16,1298.87,195.45,90.032,15.6157
23785,Magnesium_AZ31B,45000,749.36,29.13,92.67,7547.8,312.67,101.78,8.9543
23786,Stainless_304,193000,655.2,54.38,114.36,17829.89,359.81,3.194,0.0106
23787,Magnesium_AZ31B,45000,1476.06,44.15,114.32,6932.33,319.51,70.173,19.5073
23788,Titanium_6Al4V,114000,221.86,50.53,69.31,39626.21,255.13,214.819,0.8723
23789,Steel_High_Carbon,210000,1926.55,47.34,81.27,3028.06,329.85,56.916,8.1519
23790,Brass,105000,1855.45,40.3,31.76,828.83,76.73,221.08,152.0491
23791,Nylon_66,3000,1092.76,36.3,83.16,1146.05,2.82,1.852,4.7012
23792,Titanium_6Al4V,114000,1253.11,24.08,109.86,22310.25,140.35,375.049,30.785
23793,Magnesium_AZ31B,45000,1926.29,13.32,35.42,120.63,22.99,32.822,50.5728
23794,Brass,105000,1372.33,32.7,61.83,2216.76,92.44,145.952,28.2115
23795,Stainless_304,193000,922.14,58.92,56.81,444.62,350.87,2.185,0.1061
23796,Nylon_66,3000,1990.69,52.67,112.53,1762.77,161.36,10.375,78.9611
23797,Steel_High_Carbon,210000,1074.93,59.77,82.64,10032.41,120.16,138.153,6.0836
23798,Aluminum_6061,69000,1486.2,40.42,41.82,501.62,311.72,47.431,24.1015
23799,Steel_High_Carbon,210000,1495.55,28.22,41.43,1391.19,220.99,169.957,28.9724
23800,Steel_Mild,200000,1439.31,54.68,107.27,13963.09,29.7,97.069,6.1125
23801,Copper_Alloy,117000,1925.64,24.83,34.02,182.32,254.87,70.819,43.9473
23802,Brass,105000,1866.27,11.69,36.7,275.0,261.25,193.403,116.4743
23803,Aluminum_6061,69000,1938.07,45.39,104.98,4031.67,153.73,42.251,14.3396
23804,Titanium_6Al4V,114000,926.35,11.9,31.34,597.21,305.29,232.756,37.1177
23805,Titanium_6Al4V,114000,766.14,30.27,27.99,1354.53,42.73,179.356,21.8487
23806,Polycarbonate,2400,388.08,31.64,87.37,6744.48,252.06,62.902,29.6207
23807,Titanium_6Al4V,114000,1047.42,10.17,56.15,5130.24,173.83,117.031,12.3486
23808,Brass,105000,1949.95,57.88,118.71,13286.68,5.65,20.694,3.816
23809,Titanium_6Al4V,114000,1935.73,59.68,101.5,13085.96,164.01,70.189,14.7009
23810,Magnesium_AZ31B,45000,1394.78,40.16,104.57,988.77,314.98,13.502,3.6735
23811,Steel_High_Carbon,210000,406.39,13.63,38.09,2669.03,64.18,298.727,4.0777
23812,Copper_Alloy,117000,1509.7,20.56,110.96,847.11,234.82,25.002,2.8998
23813,Aluminum_6061,69000,1536.86,23.26,92.19,801.2,164.22,10.526,2.5158
23814,Polycarbonate,2400,1620.53,52.26,78.02,552.5,328.57,8.923,82.3348
23815,Titanium_6Al4V,114000,401.79,17.72,61.44,2203.4,337.21,32.689,0.4727
23816,Titanium_6Al4V,114000,272.57,45.68,43.52,48611.1,316.17,655.465,6.3529
23817,Nylon_66,3000,408.15,54.86,105.35,500.04,98.79,2.013,0.6984
23818,Steel_Mild,200000,1985.0,48.88,52.04,827.48,212.34,40.104,10.0515
23819,Nylon_66,3000,451.09,27.49,90.17,766.94,200.93,3.618,1.6643
23820,Steel_High_Carbon,210000,411.41,21.79,59.39,16807.75,210.7,287.288,2.4936
23821,Aluminum_6061,69000,1322.24,45.76,112.38,3885.17,122.46,45.437,6.7643
23822,Copper_Alloy,117000,1205.24,41.66,27.07,767.31,188.18,26.536,7.9074
23823,Copper_Alloy,117000,1364.59,16.45,79.99,594.44,250.34,43.711,5.776
23824,Titanium_6Al4V,114000,691.25,35.18,41.52,3530.92,112.88,223.486,14.9724
23825,Aluminum_6061,69000,409.36,53.43,23.18,3357.7,254.01,276.983,19.2889
23826,Brass,105000,1302.4,50.77,25.0,431.05,334.4,46.175,19.7594
23827,Aluminum_6061,69000,1485.08,19.25,54.23,999.33,259.62,154.907,60.793
23828,Nylon_66,3000,270.79,11.98,72.06,2685.47,145.79,42.252,8.9202
23829,Nylon_66,3000,844.08,23.95,114.84,132.0,247.85,1.982,2.7026
23830,Steel_Mild,200000,416.44,59.36,114.79,37931.33,115.27,112.714,0.5518
23831,Magnesium_AZ31B,45000,884.32,40.76,69.47,2799.29,93.86,75.445,12.5635
23832,Steel_Mild,200000,1107.3,55.4,64.74,6871.47,220.5,129.187,8.0611
23833,Steel_High_Carbon,210000,537.76,44.85,106.21,42404.96,122.98,232.514,1.9609
23834,Steel_High_Carbon,210000,1197.74,53.72,102.68,37207.41,214.14,270.713,11.7516
23835,Copper_Alloy,117000,409.6,38.05,23.05,1689.28,70.82,194.651,8.0443
23836,Steel_High_Carbon,210000,1074.64,42.65,56.01,585.83,274.09,28.184,1.8432
23837,Copper_Alloy,117000,1392.33,30.67,35.18,686.58,279.3,149.231,46.8214
23838,Brass,105000,719.63,21.76,88.26,3930.4,81.84,99.534,3.692
23839,Titanium_6Al4V,114000,832.19,49.74,105.71,71780.59,83.72,643.417,24.5562
23840,Copper_Alloy,117000,308.56,46.53,119.48,75306.51,330.55,116.287,0.4696
23841,Copper_Alloy,117000,377.81,36.81,87.07,28099.39,354.28,31.555,0.2144
23842,Titanium_6Al4V,114000,1089.36,44.18,88.83,47704.15,200.79,329.018,24.8019
23843,Copper_Alloy,117000,206.21,33.19,68.54,1572.86,142.04,8.296,0.0272
23844,Aluminum_6061,69000,510.96,25.93,117.93,22414.84,100.75,189.505,4.0045
23845,Aluminum_6061,69000,1525.86,14.89,30.61,251.71,92.55,165.043,121.2664
23846,Aluminum_6061,69000,1573.49,20.16,65.41,1895.94,225.84,149.9,54.4458
23847,Aluminum_6061,69000,1767.32,16.67,112.26,5186.43,352.53,36.794,9.1494
23848,Copper_Alloy,117000,1560.27,42.46,99.76,1128.77,22.12,9.667,1.3093
23849,Polycarbonate,2400,1053.35,44.38,84.08,200.55,63.77,3.65,13.284
23850,Brass,105000,483.36,22.83,105.73,17403.17,69.84,188.953,2.6047
23851,Aluminum_6061,69000,1962.17,29.87,23.98,402.23,341.63,87.42,134.7823
23852,Polycarbonate,2400,1987.53,58.53,91.75,2166.95,186.47,6.312,70.6814
23853,Polycarbonate,2400,1547.52,57.12,105.31,1233.68,81.74,17.932,113.0406
23854,Magnesium_AZ31B,45000,658.91,42.46,90.81,9624.57,126.78,88.685,6.1649
23855,Nylon_66,3000,1681.56,38.76,106.51,1811.07,185.22,4.219,22.3064
23856,Copper_Alloy,117000,1612.9,40.73,69.18,3034.89,305.5,123.309,26.2827
23857,Steel_High_Carbon,210000,1604.43,16.35,39.57,153.72,221.0,38.104,7.8318
23858,Brass,105000,1542.2,47.49,118.17,569.27,131.13,6.053,0.7646
23859,Copper_Alloy,117000,329.94,11.56,45.14,966.65,214.48,47.597,0.632
23860,Stainless_304,193000,1252.13,40.79,68.65,1033.11,65.51,36.906,2.8985
23861,Titanium_6Al4V,114000,1475.49,18.35,21.38,198.43,7.61,28.237,16.5157
23862,Nylon_66,3000,240.81,46.29,74.14,3767.61,65.51,20.093,3.3843
23863,Brass,105000,1683.58,40.72,59.35,2949.23,63.58,186.575,56.4032
23864,Stainless_304,193000,916.3,51.56,117.12,4077.9,354.71,3.599,0.0724
23865,Aluminum_6061,69000,683.29,15.87,78.61,1004.98,170.95,7.411,0.3793
23866,Magnesium_AZ31B,45000,430.22,10.8,66.62,3035.44,319.71,109.156,4.351
23867,Magnesium_AZ31B,45000,1573.11,39.81,92.59,2940.37,328.6,43.062,16.776
23868,Magnesium_AZ31B,45000,1521.51,21.8,33.31,381.77,99.18,142.331,146.4519
23869,Polycarbonate,2400,479.51,26.73,92.3,3317.69,9.18,8.034,4.635
23870,Copper_Alloy,117000,1222.78,25.48,92.67,4517.52,162.58,47.195,4.1689
23871,Steel_Mild,200000,646.27,58.29,107.14,40333.45,158.49,91.919,1.1138
23872,Magnesium_AZ31B,45000,1670.97,21.91,52.89,516.04,169.78,15.417,11.7138
23873,Polycarbonate,2400,508.66,35.67,45.27,522.46,44.85,15.624,24.4228
23874,Aluminum_6061,69000,1215.23,21.93,115.74,5339.01,81.67,131.533,16.1641
23875,Copper_Alloy,117000,745.4,48.58,116.87,24898.76,182.4,11.419,0.1924
23876,Copper_Alloy,117000,1064.17,16.6,75.59,2941.37,266.73,197.909,16.8752
23877,Steel_High_Carbon,210000,1229.49,14.16,119.14,8222.3,251.57,288.094,11.5321
23878,Copper_Alloy,117000,1611.47,44.63,94.22,2093.12,95.58,50.903,7.9839
23879,Brass,105000,1129.17,52.18,47.85,1081.38,70.75,58.047,9.7947
23880,Copper_Alloy,117000,1771.52,34.23,44.95,1290.78,281.6,194.502,77.3048
23881,Nylon_66,3000,412.68,19.78,75.71,2669.43,29.82,30.623,14.4929
23882,Stainless_304,193000,452.03,24.93,66.63,3319.19,98.98,80.815,0.851
23883,Steel_High_Carbon,210000,522.3,33.18,68.53,25172.47,110.78,477.997,5.9813
23884,Titanium_6Al4V,114000,1646.73,30.46,119.3,1953.89,282.15,43.668,5.7867
23885,Titanium_6Al4V,114000,1275.67,11.32,103.31,11380.44,353.56,90.58,7.4499
23886,Steel_Mild,200000,1707.01,27.11,71.43,2337.28,195.62,47.768,6.3364
23887,Brass,105000,1872.96,15.81,39.58,503.49,213.9,128.089,71.7007
23888,Titanium_6Al4V,114000,1421.0,48.66,49.62,504.58,219.65,23.076,5.4527
23889,Steel_Mild,200000,689.19,37.16,112.8,4677.81,286.53,39.635,0.5505
23890,Polycarbonate,2400,257.41,34.73,112.5,17402.09,95.56,62.363,9.9568
23891,Aluminum_6061,69000,1201.87,54.94,71.1,10750.7,201.43,104.581,20.0193
23892,Polycarbonate,2400,1765.6,15.74,90.68,357.11,198.88,9.697,90.3193
23893,Brass,105000,395.46,50.34,44.85,8223.18,262.47,191.734,4.2292
23894,Aluminum_6061,69000,361.67,48.91,23.52,1797.61,237.52,122.509,6.5352
23895,Brass,105000,299.74,12.98,40.42,1212.06,238.76,89.232,1.2403
23896,Polycarbonate,2400,675.42,51.82,47.3,271.18,261.11,9.387,25.0899
23897,Brass,105000,1648.57,16.0,70.16,267.37,17.72,10.449,2.5137
23898,Brass,105000,753.13,53.02,87.12,20889.48,201.42,89.978,3.5413
23899,Copper_Alloy,117000,740.53,18.2,87.64,5613.15,200.76,66.608,2.2548
23900,Steel_High_Carbon,210000,1778.91,57.75,66.93,12930.11,277.56,529.348,79.3778
23901,Magnesium_AZ31B,45000,967.57,25.29,102.36,3443.22,126.05,61.838,8.2642
23902,Aluminum_6061,69000,1373.49,47.47,87.63,5703.92,92.61,128.929,26.7937
23903,Steel_Mild,200000,1504.32,52.98,102.41,1752.64,334.26,12.66,0.9107
23904,Magnesium_AZ31B,45000,1205.53,59.54,92.97,892.61,296.74,11.283,2.5947
23905,Brass,105000,756.25,51.45,99.55,22141.47,202.75,80.302,2.7795
23906,Stainless_304,193000,581.84,45.2,54.74,6472.92,239.23,144.812,3.0625
23907,Magnesium_AZ31B,45000,743.56,43.23,56.23,1580.09,340.37,17.947,2.5238
23908,Brass,105000,1086.17,56.27,69.61,4299.46,82.5,102.068,10.9636
23909,Steel_High_Carbon,210000,955.41,10.0,25.29,348.29,76.4,303.756,34.7659
23910,Steel_High_Carbon,210000,1668.37,27.55,48.86,1072.26,271.65,163.167,29.5023
23911,Nylon_66,3000,736.28,29.64,95.51,2694.68,80.31,43.628,54.7406
23912,Copper_Alloy,117000,1630.04,28.88,90.44,921.15,156.71,15.408,2.5243
23913,Aluminum_6061,69000,1534.43,13.3,34.14,154.21,13.45,21.634,14.1947
23914,Magnesium_AZ31B,45000,893.26,44.39,83.81,745.24,69.88,12.107,1.6965
23915,Stainless_304,193000,383.79,22.28,91.86,492.81,287.59,5.857,0.0319
23916,Stainless_304,193000,809.06,28.85,39.44,1674.86,138.14,122.021,6.931
23917,Nylon_66,3000,253.18,36.56,40.74,637.86,70.49,15.231,5.2626
23918,Titanium_6Al4V,114000,767.09,40.24,116.95,122334.3,322.39,646.245,18.3708
23919,Steel_High_Carbon,210000,320.75,56.0,91.0,90903.12,41.98,267.393,0.9059
23920,Brass,105000,1148.62,35.31,99.63,6392.53,280.0,124.189,10.4077
23921,Stainless_304,193000,1586.14,53.98,102.6,10476.56,178.18,7.465,0.4723
23922,Titanium_6Al4V,114000,384.47,10.69,36.93,1974.54,218.38,198.061,4.5404
23923,Polycarbonate,2400,649.42,15.62,48.14,156.31,298.5,14.893,35.9842
23924,Titanium_6Al4V,114000,215.77,35.48,105.85,77827.23,218.64,177.663,0.4082
23925,Magnesium_AZ31B,45000,341.73,19.51,107.06,3666.13,247.18,31.942,0.5007
23926,Polycarbonate,2400,941.78,28.8,110.08,2242.85,139.37,24.214,52.9272
23927,Aluminum_6061,69000,351.23,31.64,49.78,8825.81,99.16,235.526,5.6074
23928,Aluminum_6061,69000,1659.45,56.54,40.35,562.11,247.84,56.404,37.1289
23929,Copper_Alloy,117000,1441.89,14.78,81.16,990.51,80.34,86.937,12.6656
23930,Copper_Alloy,117000,1152.23,31.41,98.95,9194.84,14.68,55.278,4.0047
23931,Nylon_66,3000,203.88,15.78,64.37,2741.33,29.27,27.644,3.602
23932,Steel_High_Carbon,210000,552.04,19.82,106.22,29564.1,64.4,402.324,3.5969
23933,Steel_Mild,200000,1659.49,59.98,113.42,23090.39,219.05,190.437,15.1932
23934,Brass,105000,374.2,25.56,81.82,1187.1,52.3,12.725,0.1339
23935,Steel_Mild,200000,452.37,18.04,112.45,18508.98,338.75,88.739,0.4846
23936,Steel_Mild,200000,477.21,49.18,36.98,2984.69,0.58,2.928,0.0267
23937,Polycarbonate,2400,535.82,30.09,64.02,1635.93,24.4,18.413,21.947
23938,Aluminum_6061,69000,404.82,38.33,80.69,10914.73,301.41,92.833,1.7791
23939,Nylon_66,3000,1150.52,44.18,79.07,1322.19,121.07,28.511,105.2933
23940,Steel_High_Carbon,210000,366.16,16.54,110.39,45265.37,170.38,107.436,0.3208
23941,Stainless_304,193000,1342.5,31.32,65.01,2315.68,261.76,139.655,13.3553
23942,Magnesium_AZ31B,45000,273.51,43.01,94.95,6671.25,189.65,6.383,0.0561
23943,Brass,105000,226.57,50.78,57.39,24663.74,94.59,201.698,1.1349
23944,Copper_Alloy,117000,1685.2,36.87,74.78,969.46,69.14,44.56,9.6136
23945,Steel_Mild,200000,1737.84,26.47,113.69,4870.98,74.31,143.413,12.655
23946,Nylon_66,3000,1680.1,33.51,110.93,279.11,281.12,6.712,37.8588
23947,Aluminum_6061,69000,1416.1,40.33,97.21,12687.19,17.03,85.969,16.5112
23948,Magnesium_AZ31B,45000,1455.57,25.49,60.2,233.62,156.66,8.892,4.5624
23949,Titanium_6Al4V,114000,406.36,43.76,83.9,30072.87,263.44,238.349,2.7217
23950,Steel_Mild,200000,496.57,56.92,98.33,50273.3,158.69,107.611,0.827
23951,Brass,105000,603.27,57.93,116.1,45655.74,302.8,182.176,3.5406
23952,Stainless_304,193000,769.01,32.93,87.62,10381.57,93.1,189.621,4.4109
23953,Nylon_66,3000,1066.06,20.81,87.31,654.18,62.15,23.505,67.4613
23954,Steel_Mild,200000,1583.49,46.53,114.87,761.61,132.76,8.754,0.6296
23955,Nylon_66,3000,1102.35,37.73,110.25,3004.95,293.01,40.209,97.7026
23956,Copper_Alloy,117000,1811.53,30.23,60.07,1776.76,267.95,176.98,55.0745
23957,Nylon_66,3000,1178.32,23.3,79.01,175.95,110.37,8.054,31.3091
23958,Steel_Mild,200000,821.84,52.73,112.8,2025.21,238.05,12.832,0.2521
23959,Copper_Alloy,117000,1993.41,31.99,75.05,1949.26,271.85,129.366,39.0158
23960,Stainless_304,193000,530.28,55.96,96.02,4389.26,175.54,2.924,0.0214
23961,Steel_Mild,200000,402.17,10.03,73.57,850.04,304.09,32.032,0.2293
23962,Copper_Alloy,117000,1069.63,50.35,70.6,1467.32,229.36,28.754,2.6292
23963,Titanium_6Al4V,114000,1688.14,47.78,56.74,8567.23,212.0,301.652,87.8045
23964,Stainless_304,193000,783.17,15.73,34.54,510.99,268.1,127.936,7.8442
23965,Magnesium_AZ31B,45000,368.99,34.92,102.36,27039.3,79.38,163.354,3.169
23966,Steel_Mild,200000,602.22,29.81,75.32,13465.17,170.2,54.942,0.7862
23967,Titanium_6Al4V,114000,270.08,50.26,70.06,21248.02,356.26,15.16,0.0572
23968,Titanium_6Al4V,114000,564.87,49.63,64.77,878.17,152.07,6.945,0.1929
23969,Polycarbonate,2400,335.48,30.06,107.99,2362.03,104.71,13.428,3.7978
23970,Aluminum_6061,69000,699.63,17.38,36.02,602.81,343.48,32.84,4.1896
23971,Polycarbonate,2400,882.97,53.63,35.72,189.32,260.0,14.454,87.517
23972,Steel_High_Carbon,210000,1478.6,45.26,100.34,18664.81,323.93,217.362,14.7989
23973,Nylon_66,3000,688.07,53.65,113.7,11226.51,313.52,49.845,44.8392
23974,Stainless_304,193000,927.87,46.8,37.53,2098.02,81.58,175.484,13.8895
23975,Titanium_6Al4V,114000,1082.37,23.74,39.34,2609.2,68.27,429.51,74.6093
23976,Steel_High_Carbon,210000,416.66,27.05,82.95,13344.24,304.85,151.022,0.9773
23977,Aluminum_6061,69000,1328.95,29.32,77.06,2367.04,301.06,93.431,20.5629
23978,Copper_Alloy,117000,1487.57,16.31,110.53,1519.56,113.57,62.757,7.117
23979,Brass,105000,579.84,17.47,73.54,1853.93,268.03,68.379,1.9805
23980,Copper_Alloy,117000,1388.33,51.22,112.32,5315.72,194.12,17.623,1.6346
23981,Steel_Mild,200000,563.82,53.53,119.82,2956.8,107.17,12.623,0.11
23982,Copper_Alloy,117000,1162.56,11.35,78.44,2253.48,321.47,142.251,13.7658
23983,Aluminum_6061,69000,1176.21,57.1,87.73,10522.19,266.58,168.882,25.699
23984,Titanium_6Al4V,114000,1493.95,40.51,57.08,893.49,249.72,57.06,13.0151
23985,Titanium_6Al4V,114000,627.74,48.24,32.98,3778.64,182.78,15.531,0.9193
23986,Nylon_66,3000,578.77,44.55,104.41,3612.62,193.48,6.793,4.2954
23987,Brass,105000,1530.14,29.84,105.79,6380.11,143.75,105.39,14.5739
23988,Steel_Mild,200000,263.3,52.12,28.38,4532.36,161.85,56.099,0.4327
23989,Polycarbonate,2400,1738.56,29.49,96.41,461.7,95.88,17.5,152.2109
23990,Stainless_304,193000,1755.2,22.73,35.74,419.89,166.91,34.998,10.2704
23991,Magnesium_AZ31B,45000,915.52,19.41,82.08,1254.6,238.69,45.469,6.8118
23992,Brass,105000,1635.46,31.87,111.57,6843.99,358.49,6.386,0.6797
23993,Brass,105000,1738.53,42.14,96.4,6471.37,68.54,161.056,31.9363
23994,Polycarbonate,2400,558.35,35.41,98.66,3488.43,341.47,11.751,9.4607
23995,Steel_High_Carbon,210000,208.98,45.9,33.13,13306.39,30.79,177.426,0.7095
23996,Copper_Alloy,117000,822.39,47.47,76.51,13088.57,187.15,32.525,1.4573
23997,Copper_Alloy,117000,1974.73,57.09,58.96,557.0,48.94,25.185,9.4494
23998,Stainless_304,193000,778.25,15.05,109.25,3666.34,232.29,76.899,1.4439
23999,Steel_High_Carbon,210000,1503.75,52.33,39.03,2348.97,256.62,258.928,47.5716
24000,Titanium_6Al4V,114000,387.78,34.12,68.7,832.89,4.87,1.378,0.0131
24001,Steel_High_Carbon,210000,1470.0,33.17,38.83,339.75,162.86,17.911,3.1196
24002,Brass,105000,1425.29,11.22,95.24,2553.39,214.79,124.432,16.5789
24003,Polycarbonate,2400,567.53,56.3,40.68,1940.6,165.15,19.005,39.9793
24004,Aluminum_6061,69000,1626.38,29.5,58.16,1494.28,201.54,54.468,23.5754
24005,Stainless_304,193000,393.8,11.03,21.99,359.1,44.37,112.334,2.7099
24006,Magnesium_AZ31B,45000,1787.82,31.72,99.08,5278.23,229.63,139.657,66.2066
24007,Magnesium_AZ31B,45000,1515.57,10.33,52.58,462.02,179.84,1.261,0.2674
24008,Stainless_304,193000,1896.99,15.43,75.59,1498.45,247.31,178.998,29.3493
24009,Copper_Alloy,117000,376.28,42.6,76.75,13209.32,8.24,21.085,0.1795
24010,Nylon_66,3000,666.87,20.08,84.13,2119.42,306.61,48.715,56.2633
24011,Nylon_66,3000,276.9,13.93,65.16,369.73,210.29,5.616,1.3702
24012,Nylon_66,3000,216.1,10.71,68.34,1060.95,31.31,15.653,2.1721
24013,Nylon_66,3000,231.64,13.34,71.37,1227.56,228.69,19.871,3.1517
24014,Titanium_6Al4V,114000,1415.94,45.1,43.12,1593.42,241.9,142.803,38.7203
24015,Stainless_304,193000,341.68,15.19,89.59,13004.03,287.67,212.566,0.9378
24016,Steel_High_Carbon,210000,1847.45,22.16,48.56,2416.3,79.06,503.707,112.2894
24017,Copper_Alloy,117000,1311.83,17.14,59.43,1095.82,86.69,142.329,23.4689
24018,Titanium_6Al4V,114000,1275.48,50.19,46.0,5745.01,351.48,63.802,12.6851
24019,Nylon_66,3000,209.97,39.36,115.02,18212.04,171.19,10.843,0.6386
24020,Nylon_66,3000,587.53,57.62,60.13,3208.15,220.21,35.787,44.7091
24021,Copper_Alloy,117000,905.94,50.64,76.48,10284.15,181.98,9.177,0.3992
24022,Steel_Mild,200000,1374.67,23.7,26.11,338.75,262.61,171.568,41.3726
24023,Steel_High_Carbon,210000,398.37,15.35,85.17,21478.22,150.35,243.281,1.3495
24024,Stainless_304,193000,1712.3,48.69,102.78,7028.76,139.25,92.739,9.0304
24025,Copper_Alloy,117000,283.39,35.37,82.76,24087.36,278.16,169.843,0.9253
24026,Copper_Alloy,117000,254.22,51.14,63.66,12590.77,338.06,38.395,0.2004
24027,Brass,105000,496.58,48.02,79.03,5565.16,127.04,45.116,0.8743
24028,Copper_Alloy,117000,1219.43,54.98,49.5,2442.98,176.99,7.865,1.1926
24029,Aluminum_6061,69000,1296.89,31.73,85.4,286.23,8.76,1.571,0.2789
24030,Brass,105000,1193.55,29.71,31.8,404.84,26.55,43.519,12.2681
24031,Copper_Alloy,117000,761.26,28.08,103.09,142.77,335.19,0.963,0.0294
24032,Aluminum_6061,69000,483.75,43.55,91.92,18278.05,58.91,126.234,3.037
24033,Nylon_66,3000,711.51,21.79,114.22,971.04,38.06,9.318,8.8547
24034,Aluminum_6061,69000,1592.83,40.53,47.75,1345.18,16.91,41.133,20.7731
24035,Brass,105000,1719.88,27.22,62.95,799.47,132.13,57.043,16.923
24036,Brass,105000,1282.42,50.74,103.25,1053.69,333.12,6.96,0.6854
24037,Brass,105000,1495.3,43.2,111.1,10174.91,341.28,56.98,7.0209
24038,Magnesium_AZ31B,45000,603.98,12.16,119.08,7290.3,230.83,122.387,5.3911
24039,Steel_High_Carbon,210000,1274.32,51.86,89.75,7227.24,127.38,106.106,6.0378
24040,Magnesium_AZ31B,45000,1216.5,29.3,88.41,2103.83,81.24,66.425,16.4334
24041,Brass,105000,613.71,34.75,36.98,2936.75,283.82,221.592,14.2894
24042,Steel_Mild,200000,405.07,43.29,52.11,7825.14,118.9,143.532,1.4866
24043,Magnesium_AZ31B,45000,427.99,38.25,97.02,25646.1,201.47,73.675,1.8736
24044,Titanium_6Al4V,114000,644.96,13.7,86.7,260.13,76.97,9.589,0.2672
24045,Magnesium_AZ31B,45000,833.75,13.79,21.71,219.58,214.69,96.795,45.6268
24046,Polycarbonate,2400,1334.94,22.71,103.41,160.26,273.34,5.284,25.259
24047,Steel_Mild,200000,363.47,35.94,70.93,14110.4,303.39,145.637,0.8822
24048,Stainless_304,193000,1335.9,37.35,57.02,515.25,124.3,28.236,3.0374
24049,Steel_Mild,200000,411.37,13.23,75.74,1474.31,153.24,22.967,0.1608
24050,Magnesium_AZ31B,45000,1571.37,51.15,98.88,10045.01,131.42,143.373,52.5357
24051,Titanium_6Al4V,114000,1077.46,46.64,86.77,52576.63,210.29,499.714,38.198
24052,Magnesium_AZ31B,45000,392.77,43.8,107.12,22892.26,352.45,19.014,0.3039
24053,Steel_Mild,200000,1207.22,55.16,99.0,10112.52,54.38,111.286,5.4045
24054,Steel_Mild,200000,399.9,24.45,27.13,777.02,120.36,90.023,1.7564
24055,Titanium_6Al4V,114000,1817.86,21.75,61.75,126.16,137.08,11.369,3.5361
24056,Brass,105000,1063.41,52.45,72.32,7508.12,330.3,88.278,8.59
24057,Brass,105000,1258.03,32.64,70.27,2973.71,177.18,8.148,0.9799
24058,Stainless_304,193000,1203.51,17.01,85.25,989.99,352.69,8.038,0.4318
24059,Copper_Alloy,117000,1814.57,50.93,76.65,1901.22,250.86,65.523,15.9963
24060,Steel_Mild,200000,572.26,43.12,38.9,3591.83,149.07,99.027,2.7262
24061,Polycarbonate,2400,1768.45,25.36,72.7,534.61,344.96,11.264,131.2316
24062,Steel_Mild,200000,1366.48,16.08,69.03,1524.95,180.93,4.022,0.239
24063,Stainless_304,193000,880.51,30.05,76.84,1376.09,352.04,6.268,0.1978
24064,Brass,105000,1804.67,58.36,79.45,7572.25,200.21,78.436,20.0121
24065,Nylon_66,3000,326.38,16.98,93.7,2821.36,39.49,25.109,5.9562
24066,Brass,105000,1456.73,43.16,30.0,337.19,79.24,74.59,33.476
24067,Steel_High_Carbon,210000,1109.1,29.29,114.13,28771.48,234.46,413.755,13.9723
24068,Aluminum_6061,69000,941.71,13.52,107.22,2748.91,48.61,76.314,5.9912
24069,Nylon_66,3000,611.75,41.35,55.51,1282.3,110.9,34.735,51.7015
24070,Polycarbonate,2400,323.86,55.74,104.3,12251.19,121.43,34.913,9.3589
24071,Polycarbonate,2400,1564.36,11.15,84.39,138.14,69.84,15.383,123.4733
24072,Steel_Mild,200000,1449.12,43.32,54.88,181.76,147.34,6.602,0.8337
24073,Titanium_6Al4V,114000,1172.4,51.34,101.08,37911.22,192.11,113.87,8.482
24074,Stainless_304,193000,353.69,54.78,28.94,1508.16,267.31,69.771,1.0405
24075,Titanium_6Al4V,114000,748.45,31.69,99.68,53862.23,134.01,565.231,18.1571
24076,Stainless_304,193000,1536.29,16.47,60.19,1255.48,356.36,13.579,1.6679
24077,Brass,105000,298.96,30.42,44.73,455.01,353.19,1.925,0.0202
24078,Stainless_304,193000,1753.75,39.3,94.26,3569.75,53.86,87.467,9.7916
24079,Aluminum_6061,69000,544.45,47.81,91.07,20735.14,127.42,138.91,4.2666
24080,Steel_Mild,200000,546.42,32.62,20.21,100.21,57.45,20.87,1.0236
24081,Stainless_304,193000,399.16,20.76,53.92,3885.5,69.22,145.623,1.4713
24082,Titanium_6Al4V,114000,1332.34,24.82,21.64,166.1,248.23,106.21,50.8935
24083,Titanium_6Al4V,114000,299.65,59.76,62.21,66847.47,155.93,229.156,1.7895
